concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Traer informacion estudiante - banner,complete,8528,2016-02-04 15:24:47+00:00,Traer informacion estudiante - banner,8528,82508,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:24:49+00:00,Radicar Solicitud Homologacion,8528,82508,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8528,2016-02-04 15:24:57+00:00,Radicar Solicitud Homologacion,8528,82508,Variant 2,2,Fluxicon Disco
Validar solicitud,start,1707,2016-02-04 15:33:34+00:00,Validar solicitud,1707,82508,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,1707,2016-02-04 16:17:00+00:00,Validar solicitud,1707,82508,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,15930,2016-02-11 19:12:01+00:00,Homologacion por grupo de cursos,15930,82508,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,15930,2016-02-11 21:57:32+00:00,Homologacion por grupo de cursos,15930,82508,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,8450,2016-02-04 21:15:57+00:00,Traer informacion estudiante - banner,8450,82604,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,8450,2016-02-04 21:15:57+00:00,Traer informacion estudiante - banner,8450,82604,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,8450,2016-02-04 21:16:00+00:00,Radicar Solicitud Homologacion,8450,82604,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8450,2016-02-04 21:16:08+00:00,Radicar Solicitud Homologacion,8450,82604,Variant 2,2,Fluxicon Disco
Validar solicitud,start,18929,2016-02-04 21:24:12+00:00,Validar solicitud,18929,82604,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,18929,2016-02-04 23:03:47+00:00,Validar solicitud,18929,82604,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,18929,2016-02-23 13:00:08+00:00,Homologacion por grupo de cursos,18929,82604,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,18929,2016-02-23 21:50:58+00:00,Homologacion por grupo de cursos,18929,82604,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,2925,2016-02-04 23:01:04+00:00,Traer informacion estudiante - banner,2925,82651,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,2925,2016-02-04 23:01:04+00:00,Traer informacion estudiante - banner,2925,82651,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,2925,2016-02-04 23:01:08+00:00,Radicar Solicitud Homologacion,2925,82651,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,2925,2016-02-04 23:01:33+00:00,Radicar Solicitud Homologacion,2925,82651,Variant 2,2,Fluxicon Disco
Validar solicitud,start,49,2016-02-04 23:26:58+00:00,Validar solicitud,49,82651,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,49,2016-02-04 23:50:31+00:00,Validar solicitud,49,82651,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,2541,2016-02-09 23:00:18+00:00,Homologacion por grupo de cursos,2541,82651,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,2541,2016-02-09 23:01:46+00:00,Homologacion por grupo de cursos,2541,82651,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,3421,2016-02-04 23:08:03+00:00,Traer informacion estudiante - banner,3421,82652,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,3421,2016-02-04 23:08:03+00:00,Traer informacion estudiante - banner,3421,82652,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,3421,2016-02-04 23:08:04+00:00,Radicar Solicitud Homologacion,3421,82652,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,3421,2016-02-04 23:08:21+00:00,Radicar Solicitud Homologacion,3421,82652,Variant 2,2,Fluxicon Disco
Validar solicitud,start,19019,2016-02-04 23:25:36+00:00,Validar solicitud,19019,82652,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,19019,2016-02-04 23:33:13+00:00,Validar solicitud,19019,82652,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,1007,2016-02-05 23:02:57+00:00,Homologacion por grupo de cursos,1007,82652,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,1007,2016-02-06 07:31:20+00:00,Homologacion por grupo de cursos,1007,82652,Variant 2,2,Fluxicon Disco
Validar solicitud,start,22475,2016-02-04 20:49:43+00:00,Validar solicitud,22475,82655,Variant 16,16,Fluxicon Disco
Validar solicitud,complete,22475,2016-02-04 20:59:50+00:00,Validar solicitud,22475,82655,Variant 16,16,Fluxicon Disco
Traer informacion estudiante - banner,start,2834,2016-02-04 23:27:22+00:00,Traer informacion estudiante - banner,2834,82655,Variant 16,16,Fluxicon Disco
Traer informacion estudiante - banner,complete,2834,2016-02-04 23:27:22+00:00,Traer informacion estudiante - banner,2834,82655,Variant 16,16,Fluxicon Disco
Radicar Solicitud Homologacion,start,2834,2016-02-04 23:27:23+00:00,Radicar Solicitud Homologacion,2834,82655,Variant 16,16,Fluxicon Disco
Radicar Solicitud Homologacion,complete,2834,2016-02-04 23:27:23+00:00,Radicar Solicitud Homologacion,2834,82655,Variant 16,16,Fluxicon Disco
Homologacion por grupo de cursos,start,1343,2016-02-05 23:07:02+00:00,Homologacion por grupo de cursos,1343,82655,Variant 16,16,Fluxicon Disco
Homologacion por grupo de cursos,complete,1343,2016-02-05 23:40:13+00:00,Homologacion por grupo de cursos,1343,82655,Variant 16,16,Fluxicon Disco
Traer informacion estudiante - banner,start,26147,2016-02-05 01:33:33+00:00,Traer informacion estudiante - banner,26147,82701,Variant 9,9,Fluxicon Disco
Traer informacion estudiante - banner,complete,26147,2016-02-05 01:33:33+00:00,Traer informacion estudiante - banner,26147,82701,Variant 9,9,Fluxicon Disco
Radicar Solicitud Homologacion,start,26147,2016-02-05 01:33:38+00:00,Radicar Solicitud Homologacion,26147,82701,Variant 9,9,Fluxicon Disco
Radicar Solicitud Homologacion,complete,26147,2016-02-05 01:53:12+00:00,Radicar Solicitud Homologacion,26147,82701,Variant 9,9,Fluxicon Disco
Validar solicitud,start,7080,2016-02-09 18:34:53+00:00,Validar solicitud,7080,82701,Variant 9,9,Fluxicon Disco
Cancelar Solicitud,start,7080,2016-02-09 18:34:54+00:00,Cancelar Solicitud,7080,82701,Variant 9,9,Fluxicon Disco
Validar solicitud,complete,7080,2016-02-09 19:07:18+00:00,Validar solicitud,7080,82701,Variant 9,9,Fluxicon Disco
Cancelar Solicitud,complete,7080,2016-02-09 19:16:56+00:00,Cancelar Solicitud,7080,82701,Variant 9,9,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,7080,2016-02-16 22:37:36+00:00,Notificacion estudiante cancelacion soli,7080,82701,Variant 9,9,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,7080,2016-02-16 22:37:36+00:00,Notificacion estudiante cancelacion soli,7080,82701,Variant 9,9,Fluxicon Disco
Traer informacion estudiante - banner,start,5571,2016-02-05 00:29:25+00:00,Traer informacion estudiante - banner,5571,82801,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,5571,2016-02-05 00:29:25+00:00,Traer informacion estudiante - banner,5571,82801,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,5571,2016-02-05 00:29:30+00:00,Radicar Solicitud Homologacion,5571,82801,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,5571,2016-02-05 00:30:00+00:00,Radicar Solicitud Homologacion,5571,82801,Variant 2,2,Fluxicon Disco
Validar solicitud,start,669,2016-02-05 03:48:08+00:00,Validar solicitud,669,82801,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,669,2016-02-05 03:49:58+00:00,Validar solicitud,669,82801,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,1343,2016-02-05 16:50:43+00:00,Homologacion por grupo de cursos,1343,82801,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,1343,2016-02-05 17:28:11+00:00,Homologacion por grupo de cursos,1343,82801,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,9872,2016-02-05 00:41:16+00:00,Traer informacion estudiante - banner,9872,82802,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,9872,2016-02-05 00:41:16+00:00,Traer informacion estudiante - banner,9872,82802,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,9872,2016-02-05 00:41:17+00:00,Radicar Solicitud Homologacion,9872,82802,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,9872,2016-02-05 00:41:28+00:00,Radicar Solicitud Homologacion,9872,82802,Variant 2,2,Fluxicon Disco
Validar solicitud,start,1707,2016-02-05 00:52:53+00:00,Validar solicitud,1707,82802,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,1707,2016-02-05 01:19:35+00:00,Validar solicitud,1707,82802,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,15930,2016-02-10 17:35:39+00:00,Homologacion por grupo de cursos,15930,82802,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,15930,2016-02-10 20:30:33+00:00,Homologacion por grupo de cursos,15930,82802,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,8588,2016-02-05 11:18:45+00:00,Traer informacion estudiante - banner,8588,82851,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,8588,2016-02-05 11:18:45+00:00,Traer informacion estudiante - banner,8588,82851,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,8588,2016-02-05 11:18:52+00:00,Radicar Solicitud Homologacion,8588,82851,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8588,2016-02-05 11:54:52+00:00,Radicar Solicitud Homologacion,8588,82851,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,677,2016-02-11 20:29:29+00:00,Cancelar Solicitud,677,82851,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,677,2016-02-11 21:29:29+00:00,Cancelar Solicitud,677,82851,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,677,2016-02-23 14:11:02+00:00,Notificacion estudiante cancelacion soli,677,82851,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,677,2016-02-23 14:11:02+00:00,Notificacion estudiante cancelacion soli,677,82851,Variant 1,1,Fluxicon Disco
Homologacion por grupo de cursos,start,1343,2016-02-05 14:40:37+00:00,Homologacion por grupo de cursos,1343,82902,Variant 15,15,Fluxicon Disco
Homologacion por grupo de cursos,complete,1343,2016-02-05 15:19:56+00:00,Homologacion por grupo de cursos,1343,82902,Variant 15,15,Fluxicon Disco
Traer informacion estudiante - banner,start,6159,2016-02-05 17:10:51+00:00,Traer informacion estudiante - banner,6159,82902,Variant 15,15,Fluxicon Disco
Traer informacion estudiante - banner,complete,6159,2016-02-05 17:10:51+00:00,Traer informacion estudiante - banner,6159,82902,Variant 15,15,Fluxicon Disco
Radicar Solicitud Homologacion,start,6159,2016-02-05 17:10:52+00:00,Radicar Solicitud Homologacion,6159,82902,Variant 15,15,Fluxicon Disco
Radicar Solicitud Homologacion,complete,6159,2016-02-05 17:10:54+00:00,Radicar Solicitud Homologacion,6159,82902,Variant 15,15,Fluxicon Disco
Validar solicitud,start,669,2016-02-05 17:13:41+00:00,Validar solicitud,669,82902,Variant 15,15,Fluxicon Disco
Validar solicitud,complete,669,2016-02-05 17:13:41+00:00,Validar solicitud,669,82902,Variant 15,15,Fluxicon Disco
Traer informacion estudiante - banner,start,8213,2016-02-05 19:03:29+00:00,Traer informacion estudiante - banner,8213,82903,Variant 9,9,Fluxicon Disco
Traer informacion estudiante - banner,complete,8213,2016-02-05 19:03:29+00:00,Traer informacion estudiante - banner,8213,82903,Variant 9,9,Fluxicon Disco
Radicar Solicitud Homologacion,start,8213,2016-02-05 19:03:30+00:00,Radicar Solicitud Homologacion,8213,82903,Variant 9,9,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8213,2016-02-05 19:03:30+00:00,Radicar Solicitud Homologacion,8213,82903,Variant 9,9,Fluxicon Disco
Validar solicitud,start,1707,2016-02-05 19:21:25+00:00,Validar solicitud,1707,82903,Variant 9,9,Fluxicon Disco
Cancelar Solicitud,start,8213,2016-02-05 19:21:25+00:00,Cancelar Solicitud,8213,82903,Variant 9,9,Fluxicon Disco
Validar solicitud,complete,1707,2016-02-05 19:53:25+00:00,Validar solicitud,1707,82903,Variant 9,9,Fluxicon Disco
Cancelar Solicitud,complete,8213,2016-02-05 20:05:25+00:00,Cancelar Solicitud,8213,82903,Variant 9,9,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,8213,2016-02-15 14:23:44+00:00,Notificacion estudiante cancelacion soli,8213,82903,Variant 9,9,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,8213,2016-02-15 14:23:44+00:00,Notificacion estudiante cancelacion soli,8213,82903,Variant 9,9,Fluxicon Disco
Traer informacion estudiante - banner,start,8213,2016-02-05 19:13:49+00:00,Traer informacion estudiante - banner,8213,82904,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,8213,2016-02-05 19:13:49+00:00,Traer informacion estudiante - banner,8213,82904,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,8213,2016-02-05 19:13:50+00:00,Radicar Solicitud Homologacion,8213,82904,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8213,2016-02-05 19:13:50+00:00,Radicar Solicitud Homologacion,8213,82904,Variant 2,2,Fluxicon Disco
Validar solicitud,start,1707,2016-02-05 19:20:09+00:00,Validar solicitud,1707,82904,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,1707,2016-02-05 19:52:09+00:00,Validar solicitud,1707,82904,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,1707,2016-02-11 19:08:11+00:00,Homologacion por grupo de cursos,1707,82904,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,1707,2016-02-11 19:21:27+00:00,Homologacion por grupo de cursos,1707,82904,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,1910,2016-02-05 19:24:25+00:00,Traer informacion estudiante - banner,1910,82906,Variant 25,25,Fluxicon Disco
Traer informacion estudiante - banner,complete,1910,2016-02-05 19:24:25+00:00,Traer informacion estudiante - banner,1910,82906,Variant 25,25,Fluxicon Disco
Radicar Solicitud Homologacion,start,1910,2016-02-05 19:24:26+00:00,Radicar Solicitud Homologacion,1910,82906,Variant 25,25,Fluxicon Disco
Radicar Solicitud Homologacion,complete,1910,2016-02-05 19:28:26+00:00,Radicar Solicitud Homologacion,1910,82906,Variant 25,25,Fluxicon Disco
Validar solicitud,start,387,2016-02-06 16:25:06+00:00,Validar solicitud,387,82906,Variant 25,25,Fluxicon Disco
Validar solicitud,complete,387,2016-02-06 17:09:57+00:00,Validar solicitud,387,82906,Variant 25,25,Fluxicon Disco
Homologacion por grupo de cursos,start,1007,2016-02-15 21:51:09+00:00,Homologacion por grupo de cursos,1007,82906,Variant 25,25,Fluxicon Disco
Recepcion de documentos,start,19019,2016-02-15 21:51:09+00:00,Recepcion de documentos,19019,82906,Variant 25,25,Fluxicon Disco
Recepcion de documentos,complete,19019,2016-02-16 01:10:17+00:00,Recepcion de documentos,19019,82906,Variant 25,25,Fluxicon Disco
Homologacion por grupo de cursos,complete,1007,2016-02-16 01:26:17+00:00,Homologacion por grupo de cursos,1007,82906,Variant 25,25,Fluxicon Disco
Traer informacion estudiante - banner,start,12836,2016-02-06 00:42:58+00:00,Traer informacion estudiante - banner,12836,82909,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,12836,2016-02-06 00:42:58+00:00,Traer informacion estudiante - banner,12836,82909,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,12836,2016-02-06 00:42:59+00:00,Radicar Solicitud Homologacion,12836,82909,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,12836,2016-02-06 00:43:09+00:00,Radicar Solicitud Homologacion,12836,82909,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,19019,2016-02-06 00:53:54+00:00,Cancelar Solicitud,19019,82909,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,19019,2016-02-06 01:10:00+00:00,Cancelar Solicitud,19019,82909,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,19019,2016-02-10 14:07:32+00:00,Notificacion estudiante cancelacion soli,19019,82909,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,19019,2016-02-10 14:07:32+00:00,Notificacion estudiante cancelacion soli,19019,82909,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,12836,2016-02-06 00:54:28+00:00,Traer informacion estudiante - banner,12836,82910,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,12836,2016-02-06 00:54:28+00:00,Traer informacion estudiante - banner,12836,82910,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,12836,2016-02-06 00:54:29+00:00,Radicar Solicitud Homologacion,12836,82910,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,12836,2016-02-06 00:54:34+00:00,Radicar Solicitud Homologacion,12836,82910,Variant 2,2,Fluxicon Disco
Validar solicitud,start,1707,2016-02-06 01:00:11+00:00,Validar solicitud,1707,82910,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,1707,2016-02-06 01:28:11+00:00,Validar solicitud,1707,82910,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,15930,2016-02-11 19:06:29+00:00,Homologacion por grupo de cursos,15930,82910,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,15930,2016-02-11 21:22:29+00:00,Homologacion por grupo de cursos,15930,82910,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,4708,2016-02-05 15:52:59+00:00,Traer informacion estudiante - banner,4708,82952,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,4708,2016-02-05 15:52:59+00:00,Traer informacion estudiante - banner,4708,82952,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,4708,2016-02-05 15:53:00+00:00,Radicar Solicitud Homologacion,4708,82952,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,4708,2016-02-05 15:53:19+00:00,Radicar Solicitud Homologacion,4708,82952,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,677,2016-02-05 16:12:11+00:00,Cancelar Solicitud,677,82952,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,677,2016-02-05 16:18:58+00:00,Cancelar Solicitud,677,82952,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,677,2016-02-08 14:52:36+00:00,Notificacion estudiante cancelacion soli,677,82952,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,677,2016-02-08 14:52:36+00:00,Notificacion estudiante cancelacion soli,677,82952,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,11811,2016-02-05 19:30:31+00:00,Traer informacion estudiante - banner,11811,82960,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,11811,2016-02-05 19:30:31+00:00,Traer informacion estudiante - banner,11811,82960,Variant 1,1,Fluxicon Disco
