Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup,Start Timestamp
Case 2748,Closed,Value 5,2010-02-13 12:00:28.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-13 09:24:36.125000
Case 1534,Closed,Value 5,2010-02-13 13:10:27.000,Variant 33,33,Variant 33,Value 1,Value 176,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-13 10:34:35.125000
Case 1534,Closed,Value 5,2010-02-13 13:10:27.000,Variant 33,33,Variant 33,Value 1,Value 176,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-13 13:09:27.000000
Case 406,Closed,Value 5,2010-02-13 17:01:54.000,Variant 4,4,Variant 4,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-13 14:26:02.125000
Case 2441,Assign seriousness,Value 2,2010-02-15 15:57:27.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3,2010-02-15 15:12:18.813852
Case 2441,Take in charge ticket,Value 2,2010-02-15 15:57:33.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3,2010-02-15 15:57:31.267219
Case 2441,Resolve ticket,Value 2,2010-02-15 15:57:38.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3,2010-02-15 15:57:36.556016
Case 2915,Take in charge ticket,Value 10,2010-02-15 16:17:46.000,Variant 4,4,Variant 4,Value 1,Value 48,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3,2010-02-15 16:06:31.750000
Case 2915,Resolve ticket,Value 10,2010-02-15 16:17:57.000,Variant 4,4,Variant 4,Value 1,Value 48,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3,2010-02-15 16:17:52.508333
Case 3168,Take in charge ticket,Value 10,2010-02-15 16:19:28.000,Variant 1,1,Variant 1,Value 1,Value 48,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3,2010-02-15 16:08:13.750000
Case 2817,Take in charge ticket,Value 10,2010-02-15 16:20:05.000,Variant 1,1,Variant 1,Value 1,Value 48,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3,2010-02-15 16:08:50.750000
Case 2933,Assign seriousness,Value 2,2010-02-15 16:21:35.000,Variant 1,1,Variant 1,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-15 15:27:37.872291
Case 1196,Take in charge ticket,Value 10,2010-02-15 16:21:37.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-15 16:10:22.750000
Case 1196,Resolve ticket,Value 10,2010-02-15 16:22:30.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-15 16:22:08.358333
Case 1621,Closed,Value 5,2010-02-16 08:30:55.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1,2010-02-16 05:55:03.125000
Case 4378,Take in charge ticket,Value 2,2010-02-16 10:20:28.000,Variant 13,13,Variant 13,Value 1,Value 9,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-16 10:09:13.750000
Case 4378,Wait,Value 2,2010-02-16 10:20:37.000,Variant 13,13,Variant 13,Value 1,Value 9,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-16 10:20:34.400828
Case 2635,Assign seriousness,Value 2,2010-02-16 10:57:56.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1,2010-02-16 10:29:34.553020
Case 2635,Take in charge ticket,Value 2,2010-02-16 10:58:09.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1,2010-02-16 10:58:05.245641
Case 2635,Resolve ticket,Value 2,2010-02-16 10:58:17.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1,2010-02-16 10:58:14.689625
Case 430,Assign seriousness,Value 2,2010-02-16 11:00:09.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1,2010-02-16 10:12:40.599621
Case 430,Take in charge ticket,Value 2,2010-02-16 11:00:17.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1,2010-02-16 11:00:14.689625
Case 430,Resolve ticket,Value 2,2010-02-16 11:00:27.000,Variant 1,1,Variant 1,Value 1,Value 165,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 1,2010-02-16 11:00:24.112031
Case 3238,Take in charge ticket,Value 2,2010-02-16 11:50:53.000,Variant 53,53,Variant 53,Value 1,Value 22,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-16 11:39:38.750000
Case 3238,Wait,Value 2,2010-02-16 11:50:57.000,Variant 53,53,Variant 53,Value 1,Value 22,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-16 11:50:55.844812
Case 4378,Take in charge ticket,Value 2,2010-02-17 08:45:28.000,Variant 13,13,Variant 13,Value 1,Value 9,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-17 08:34:13.750000
Case 2118,Resolve ticket,Value 21,2010-02-17 09:44:53.000,Variant 1,1,Variant 1,Value 1,Value 236,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3,2010-02-17 09:19:00.750000
Case 2118,Closed,Value 21,2010-02-17 09:44:59.000,Variant 1,1,Variant 1,Value 1,Value 236,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3,2010-02-17 09:44:56.836364
Case 1485,Take in charge ticket,Value 2,2010-02-17 10:05:11.000,Variant 1,1,Variant 1,Value 1,Value 10,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3,2010-02-17 09:53:56.750000
Case 1485,Resolve ticket,Value 2,2010-02-17 10:05:17.000,Variant 1,1,Variant 1,Value 1,Value 10,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3,2010-02-17 10:05:15.267219
Case 4378,Resolve ticket,Value 2,2010-02-17 11:34:58.000,Variant 13,13,Variant 13,Value 1,Value 9,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-17 10:46:00.935704
Case 1352,Assign seriousness,Value 2,2010-02-17 15:36:36.000,Variant 1,1,Variant 1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-17 15:08:48.005980
Case 588,Take in charge ticket,Value 2,2010-02-17 16:24:59.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-17 16:13:44.750000
Case 2979,Assign seriousness,Value 2,2010-02-17 16:53:21.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-17 16:29:15.664360
Case 2933,Take in charge ticket,Value 2,2010-02-18 13:52:20.000,Variant 1,1,Variant 1,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-18 13:41:05.750000
Case 2933,Resolve ticket,Value 2,2010-02-18 13:52:30.000,Variant 1,1,Variant 1,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-18 13:52:27.112031
Case 1352,Take in charge ticket,Value 2,2010-02-18 14:17:36.000,Variant 1,1,Variant 1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-18 14:06:21.750000
Case 1352,Resolve ticket,Value 2,2010-02-18 14:17:42.000,Variant 1,1,Variant 1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-18 14:17:40.267219
Case 588,Resolve ticket,Value 2,2010-02-19 08:23:45.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 07:57:52.750000
Case 81,Take in charge ticket,Value 11,2010-02-19 08:31:40.000,Variant 16,16,Variant 16,Value 1,Value 9,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2,2010-02-19 08:20:25.750000
Case 81,Resolve ticket,Value 11,2010-02-19 08:32:00.000,Variant 16,16,Variant 16,Value 1,Value 9,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 2,2010-02-19 08:31:52.463710
Case 3332,Assign seriousness,Value 2,2010-02-19 08:41:28.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 07:55:26.867215
Case 1941,Closed,Value 5,2010-02-19 09:20:25.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1,2010-02-19 06:44:33.125000
Case 2664,Assign seriousness,Value 2,2010-02-19 09:26:26.000,Variant 1,1,Variant 1,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 3,2010-02-19 09:01:06.026897
Case 1399,Assign seriousness,Value 2,2010-02-19 09:28:22.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 08:53:49.506630
Case 1399,Take in charge ticket,Value 2,2010-02-19 09:28:30.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 09:28:27.689625
Case 1399,Resolve ticket,Value 2,2010-02-19 09:28:36.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 09:28:34.267219
Case 3571,Assign seriousness,Value 2,2010-02-19 09:30:34.000,Variant 86,86,Variant 86,Value 1,Value 150,Value 3,Value 2,Value 2,Value 3,Value 1,Value 2,Value 3,2010-02-19 09:14:18.865781
Case 3571,Assign seriousness,Value 2,2010-02-19 09:30:47.000,Variant 86,86,Variant 86,Value 1,Value 150,Value 3,Value 2,Value 2,Value 3,Value 1,Value 2,Value 3,2010-02-19 09:23:15.401253
Case 3571,Wait,Value 2,2010-02-19 09:38:49.000,Variant 86,86,Variant 86,Value 1,Value 150,Value 3,Value 2,Value 2,Value 3,Value 1,Value 2,Value 3,2010-02-19 09:36:29.799903
Case 2865,Assign seriousness,Value 2,2010-02-19 10:03:38.000,Variant 1,1,Variant 1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 09:26:26.019410
Case 2865,Take in charge ticket,Value 2,2010-02-19 10:16:18.000,Variant 1,1,Variant 1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 10:12:38.514369
Case 2865,Resolve ticket,Value 2,2010-02-19 10:16:24.000,Variant 1,1,Variant 1,Value 1,Value 38,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 10:16:22.267219
Case 2559,Assign seriousness,Value 2,2010-02-19 10:40:25.000,Variant 4,4,Variant 4,Value 1,Value 36,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 09:59:26.166810
Case 2559,Assign seriousness,Value 2,2010-02-19 10:40:36.000,Variant 4,4,Variant 4,Value 1,Value 36,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 10:34:31.564703
Case 791,Take in charge ticket,Value 2,2010-02-19 10:43:41.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 3,2010-02-19 10:32:26.750000
Case 791,Resolve ticket,Value 2,2010-02-19 10:43:47.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 3,2010-02-19 10:43:45.267219
Case 2383,Assign seriousness,Value 5,2010-02-19 10:58:32.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1,2010-02-19 10:06:14.343691
Case 3068,Assign seriousness,Value 2,2010-02-19 11:03:47.000,Variant 1,1,Variant 1,Value 1,Value 148,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-19 10:58:22.913170
Case 1701,Assign seriousness,Value 2,2010-02-19 11:15:15.000,Variant 4,4,Variant 4,Value 1,Value 8,Value 3,Value 6,Value 2,Value 2,Value 1,Value 3,Value 3,2010-02-19 11:02:47.843333
Case 4207,Insert ticket,Value 5,2010-02-19 13:43:46.000,Variant 41,41,Variant 41,Value 1,Value 92,Value 9,Value 1,Value 3,Value 4,Value 1,Value 1,Value 3,2010-02-19 12:43:12.251690
Case 4392,Assign seriousness,Value 2,2010-02-19 16:10:34.000,Variant 4,4,Variant 4,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-19 15:56:44.970931
Case 4392,Assign seriousness,Value 2,2010-02-19 16:11:03.000,Variant 4,4,Variant 4,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-19 15:49:43.801324
Case 4392,Take in charge ticket,Value 2,2010-02-19 16:11:11.000,Variant 4,4,Variant 4,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-19 16:11:08.689625
Case 2131,Take in charge ticket,Value 2,2010-02-19 17:03:44.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 16:52:29.750000
Case 2131,Resolve ticket,Value 2,2010-02-19 17:03:53.000,Variant 1,1,Variant 1,Value 1,Value 3,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-19 17:03:50.400828
Case 4392,Resolve ticket,Value 2,2010-02-22 08:49:09.000,Variant 4,4,Variant 4,Value 1,Value 153,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-22 08:23:16.750000
Case 864,Take in charge ticket,Value 2,2010-02-22 09:06:59.000,Variant 3,3,Variant 3,Value 1,Value 97,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1,2010-02-22 08:55:44.750000
Case 864,Wait,Value 2,2010-02-22 09:43:38.000,Variant 3,3,Variant 3,Value 1,Value 97,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1,2010-02-22 09:33:02.935655
Case 2742,Take in charge ticket,Value 2,2010-02-22 13:53:42.000,Variant 12,12,Variant 12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3,2010-02-22 13:42:27.750000
Case 2742,Resolve ticket,Value 2,2010-02-22 13:53:49.000,Variant 12,12,Variant 12,Value 1,Value 148,Value 3,Value 4,Value 2,Value 3,Value 1,Value 3,Value 3,2010-02-22 13:53:46.978422
Case 3068,Take in charge ticket,Value 2,2010-02-22 13:54:11.000,Variant 1,1,Variant 1,Value 1,Value 148,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-22 13:42:56.750000
Case 3068,Resolve ticket,Value 2,2010-02-22 13:54:17.000,Variant 1,1,Variant 1,Value 1,Value 148,Value 3,Value 4,Value 1,Value 3,Value 1,Value 3,Value 3,2010-02-22 13:54:15.267219
Case 707,Assign seriousness,Value 2,2010-02-22 14:02:29.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-22 13:45:21.466046
Case 707,Take in charge ticket,Value 2,2010-02-22 14:02:39.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-22 14:02:36.112031
Case 1030,Resolve ticket,Value 2,2010-02-22 14:05:31.000,Variant 115,115,Variant 115,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1,2010-02-22 13:39:38.750000
Case 1328,Assign seriousness,Value 2,2010-02-22 15:00:57.000,Variant 3,3,Variant 3,Value 1,Value 57,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-22 14:21:00.760788
Case 1328,Take in charge ticket,Value 2,2010-02-22 15:01:16.000,Variant 3,3,Variant 3,Value 1,Value 57,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-22 15:01:10.512859
Case 3185,Assign seriousness,Value 2,2010-02-23 10:23:50.000,Variant 19,19,Variant 19,Value 1,Value 373,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1,2010-02-23 09:40:03.255803
Case 3185,Take in charge ticket,Value 2,2010-02-23 10:24:02.000,Variant 19,19,Variant 19,Value 1,Value 373,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1,2010-02-23 10:23:58.534437
Case 2502,Assign seriousness,Value 2,2010-02-23 10:41:22.000,Variant 1,1,Variant 1,Value 1,Value 259,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1,2010-02-23 10:37:42.437005
Case 1257,Assign seriousness,Value 2,2010-02-23 13:17:01.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1,2010-02-23 12:49:03.664499
Case 1257,Take in charge ticket,Value 2,2010-02-23 13:17:09.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1,2010-02-23 13:17:06.689625
Case 1257,Resolve ticket,Value 2,2010-02-23 13:18:28.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1,2010-02-23 13:18:05.185046
Case 2559,Take in charge ticket,Value 2,2010-02-23 13:33:27.000,Variant 4,4,Variant 4,Value 1,Value 36,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-23 13:22:12.750000
Case 2559,Resolve ticket,Value 2,2010-02-23 13:33:32.000,Variant 4,4,Variant 4,Value 1,Value 36,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-23 13:33:30.556016
Case 4290,Take in charge ticket,Value 2,2010-02-23 14:58:59.000,Variant 1,1,Variant 1,Value 1,Value 286,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3,2010-02-23 14:47:44.750000
Case 4290,Resolve ticket,Value 2,2010-02-23 15:15:40.000,Variant 1,1,Variant 1,Value 1,Value 286,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3,2010-02-23 15:10:50.914321
Case 3185,Create SW anomaly,Value 2,2010-02-23 15:40:54.000,Variant 19,19,Variant 19,Value 1,Value 373,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1,2010-02-23 14:09:23.393668
Case 3185,Resolve ticket,Value 2,2010-02-23 15:41:00.000,Variant 19,19,Variant 19,Value 1,Value 373,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1,2010-02-23 15:40:58.267219
Case 1328,Wait,Value 2,2010-02-23 15:52:23.000,Variant 3,3,Variant 3,Value 1,Value 57,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-23 14:34:31.500000
Case 2979,Take in charge ticket,Value 2,2010-02-23 15:53:52.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-23 15:42:37.750000
Case 2979,Resolve ticket,Value 2,2010-02-23 15:53:57.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-23 15:53:55.556016
Case 3332,Take in charge ticket,Value 2,2010-02-23 16:20:47.000,Variant 1,1,Variant 1,Value 1,Value 52,Value 3,Value 7,Value 1,Value 2,Value 1,Value 3,Value 3,2010-02-23 16:09:32.750000
Case 360,Take in charge ticket,Value 2,2010-02-23 16:40:34.000,Variant 1,1,Variant 1,Value 1,Value 16,Value 3,Value 6,Value 2,Value 2,Value 1,Value 5,Value 1,2010-02-23 16:29:19.750000
Case 166,Take in charge ticket,Value 2,2010-02-23 16:56:28.000,Variant 1,1,Variant 1,Value 1,Value 95,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3,2010-02-23 16:45:13.750000
Case 166,Resolve ticket,Value 2,2010-02-23 16:56:36.000,Variant 1,1,Variant 1,Value 1,Value 95,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3,2010-02-23 16:56:33.689625
Case 1328,Take in charge ticket,Value 2,2010-02-24 09:50:30.000,Variant 3,3,Variant 3,Value 1,Value 57,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-24 04:39:08.596055
Case 1328,Resolve ticket,Value 2,2010-02-24 10:29:49.000,Variant 3,3,Variant 3,Value 1,Value 57,Value 3,Value 2,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-24 10:18:27.728154
Case 1652,Assign seriousness,Value 16,2010-02-24 11:20:45.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1,2010-02-24 10:27:51.730209
Case 1652,Take in charge ticket,Value 16,2010-02-24 11:25:31.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1,2010-02-24 11:23:46.814286
Case 3571,Take in charge ticket,Value 2,2010-02-24 14:44:53.000,Variant 86,86,Variant 86,Value 1,Value 150,Value 3,Value 2,Value 2,Value 3,Value 1,Value 2,Value 3,2010-02-24 14:33:38.750000
Case 3571,Resolve ticket,Value 2,2010-02-24 14:45:23.000,Variant 86,86,Variant 86,Value 1,Value 150,Value 3,Value 2,Value 2,Value 3,Value 1,Value 2,Value 3,2010-02-24 14:45:14.336094
Case 2006,Assign seriousness,Value 2,2010-02-24 16:03:18.000,Variant 1,1,Variant 1,Value 1,Value 280,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-24 15:06:40.078896
Case 2006,Take in charge ticket,Value 2,2010-02-24 16:03:46.000,Variant 1,1,Variant 1,Value 1,Value 280,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-24 16:03:37.913687
Case 2006,Resolve ticket,Value 2,2010-02-24 16:03:51.000,Variant 1,1,Variant 1,Value 1,Value 280,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-24 16:03:49.556016
Case 765,Resolve ticket,Value 2,2010-02-24 17:09:08.000,Variant 1,1,Variant 1,Value 1,Value 63,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 3,2010-02-24 16:43:15.750000
Case 1907,Assign seriousness,Value 16,2010-02-25 09:43:58.000,Variant 20,20,Variant 20,Value 1,Value 94,Value 3,Value 6,Value 2,Value 3,Value 1,Value 5,Value 3,2010-02-25 09:10:33.004877
Case 2369,Assign seriousness,Value 2,2010-02-25 15:07:33.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 3,Value 2,Value 1,Value 2,Value 1,Value 2,Value 3,2010-02-25 14:47:17.345310
Case 1191,Take in charge ticket,Value 12,2010-02-25 16:56:34.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 9,Value 2,Value 2,Value 2,Value 2,Value 3,Value 2,2010-02-25 16:45:19.750000
Case 3806,Take in charge ticket,Value 2,2010-02-26 08:53:59.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-26 08:42:44.750000
Case 3806,Resolve ticket,Value 2,2010-02-26 08:54:05.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-26 08:54:03.267219
Case 1191,Resolve ticket,Value 12,2010-02-26 09:09:32.000,Variant 3,3,Variant 3,Value 1,Value 9,Value 9,Value 2,Value 2,Value 2,Value 2,Value 3,Value 2,2010-02-26 08:43:39.750000
Case 3806,Resolve ticket,Value 2,2010-02-26 09:31:08.000,Variant 38,38,Variant 38,Value 1,Value 194,Value 3,Value 4,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-26 09:20:26.004530
Case 3482,Assign seriousness,Value 2,2010-02-26 10:16:38.000,Variant 13,13,Variant 13,Value 1,Value 22,Value 3,Value 3,Value 1,Value 2,Value 1,Value 3,Value 1,2010-02-26 09:44:41.436941
Case 3482,Assign seriousness,Value 2,2010-02-26 10:19:46.000,Variant 13,13,Variant 13,Value 1,Value 22,Value 3,Value 3,Value 2,Value 2,Value 1,Value 3,Value 1,2010-02-26 09:52:37.128801
Case 2004,Assign seriousness,Value 2,2010-02-26 10:32:49.000,Variant 6,6,Variant 6,Value 1,Value 16,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 1,2010-02-26 09:51:16.802344
Case 4207,Assign seriousness,Value 2,2010-02-26 10:35:39.000,Variant 41,41,Variant 41,Value 1,Value 92,Value 9,Value 1,Value 2,Value 2,Value 1,Value 1,Value 3,2010-02-26 10:24:50.250000
