Activity,lifecycle:transition_start,Resource,Start Timestamp,Activity_start,Resource_start,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Complete Timestamp,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours
Cancelar Solicitud,start,8528,2016-02-04 15:06:17,Cancelar Solicitud,8528,82503,Variant 1,1,Fluxicon Disco,0,82503_Cancelar Solicitud_0,complete,8528,2016-02-04 15:06:28,Cancelar Solicitud,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:11,11.0,11000.0,0.0030555555555555557
Notificacion estudiante cancelacion soli,start,8528,2016-02-04 15:18:12,Notificacion estudiante cancelacion soli,8528,82503,Variant 1,1,Fluxicon Disco,0,82503_Notificacion estudiante cancelacion soli_0,complete,8528,2016-02-04 15:18:12,Notificacion estudiante cancelacion soli,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8528,2016-02-04 15:06:44,Traer informacion estudiante - banner,8528,82505,Variant 1,1,Fluxicon Disco,0,82505_Traer informacion estudiante - banner_0,complete,8528,2016-02-04 15:06:44,Traer informacion estudiante - banner,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:06:45,Radicar Solicitud Homologacion,8528,82505,Variant 1,1,Fluxicon Disco,0,82505_Radicar Solicitud Homologacion_0,complete,8528,2016-02-04 15:06:50,Radicar Solicitud Homologacion,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:05,5.0,5000.0,0.001388888888888889
Cancelar Solicitud,start,1707,2016-02-04 15:12:27,Cancelar Solicitud,1707,82505,Variant 1,1,Fluxicon Disco,0,82505_Cancelar Solicitud_0,complete,1707,2016-02-04 15:56:14,Cancelar Solicitud,1707,Variant 1,1,Fluxicon Disco,0,0 days 00:43:47,2627.0,2627000.0,0.7297222222222223
Notificacion estudiante cancelacion soli,start,1707,2016-02-11 19:15:32,Notificacion estudiante cancelacion soli,1707,82505,Variant 1,1,Fluxicon Disco,0,82505_Notificacion estudiante cancelacion soli_0,complete,1707,2016-02-11 19:15:32,Notificacion estudiante cancelacion soli,1707,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,2804,2016-02-04 15:16:32,Traer informacion estudiante - banner,2804,82506,Variant 2,2,Fluxicon Disco,0,82506_Traer informacion estudiante - banner_0,complete,2804,2016-02-04 15:16:32,Traer informacion estudiante - banner,2804,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,2804,2016-02-04 15:16:33,Radicar Solicitud Homologacion,2804,82506,Variant 2,2,Fluxicon Disco,0,82506_Radicar Solicitud Homologacion_0,complete,2804,2016-02-04 15:16:40,Radicar Solicitud Homologacion,2804,Variant 2,2,Fluxicon Disco,0,0 days 00:00:07,7.0,7000.0,0.0019444444444444444
Validar solicitud,start,677,2016-02-04 15:24:30,Validar solicitud,677,82506,Variant 2,2,Fluxicon Disco,0,82506_Validar solicitud_0,complete,677,2016-02-04 15:40:05,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:15:35,935.0,935000.0,0.25972222222222224
Homologacion por grupo de cursos,start,3445,2016-02-08 14:36:31,Homologacion por grupo de cursos,3445,82506,Variant 2,2,Fluxicon Disco,0,82506_Homologacion por grupo de cursos_0,complete,3445,2016-02-08 16:24:31,Homologacion por grupo de cursos,3445,Variant 2,2,Fluxicon Disco,0,0 days 01:48:00,6480.0,6480000.0,1.8
Traer informacion estudiante - banner,start,8528,2016-02-04 15:18:19,Traer informacion estudiante - banner,8528,82507,Variant 2,2,Fluxicon Disco,0,82507_Traer informacion estudiante - banner_0,complete,8528,2016-02-04 15:18:19,Traer informacion estudiante - banner,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:18:20,Radicar Solicitud Homologacion,8528,82507,Variant 2,2,Fluxicon Disco,0,82507_Radicar Solicitud Homologacion_0,complete,8528,2016-02-04 15:18:21,Radicar Solicitud Homologacion,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:01,1.0,1000.0,0.0002777777777777778
Validar solicitud,start,6694,2016-02-04 15:19:58,Validar solicitud,6694,82507,Variant 2,2,Fluxicon Disco,0,82507_Validar solicitud_0,complete,6694,2016-02-04 15:29:27,Validar solicitud,6694,Variant 2,2,Fluxicon Disco,0,0 days 00:09:29,569.0,569000.0,0.15805555555555556
Homologacion por grupo de cursos,start,6990,2016-02-05 16:49:44,Homologacion por grupo de cursos,6990,82507,Variant 2,2,Fluxicon Disco,0,82507_Homologacion por grupo de cursos_0,complete,6990,2016-02-05 19:23:54,Homologacion por grupo de cursos,6990,Variant 2,2,Fluxicon Disco,0,0 days 02:34:10,9250.0,9250000.0,2.5694444444444446
Traer informacion estudiante - banner,start,8528,2016-02-04 15:24:47,Traer informacion estudiante - banner,8528,82508,Variant 2,2,Fluxicon Disco,0,82508_Traer informacion estudiante - banner_0,complete,8528,2016-02-04 15:24:47,Traer informacion estudiante - banner,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:24:49,Radicar Solicitud Homologacion,8528,82508,Variant 2,2,Fluxicon Disco,0,82508_Radicar Solicitud Homologacion_0,complete,8528,2016-02-04 15:24:57,Radicar Solicitud Homologacion,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:08,8.0,8000.0,0.0022222222222222222
Validar solicitud,start,1707,2016-02-04 15:33:34,Validar solicitud,1707,82508,Variant 2,2,Fluxicon Disco,0,82508_Validar solicitud_0,complete,1707,2016-02-04 16:17:00,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:43:26,2606.0,2606000.0,0.7238888888888889
Homologacion por grupo de cursos,start,15930,2016-02-11 19:12:01,Homologacion por grupo de cursos,15930,82508,Variant 2,2,Fluxicon Disco,0,82508_Homologacion por grupo de cursos_0,complete,15930,2016-02-11 21:57:32,Homologacion por grupo de cursos,15930,Variant 2,2,Fluxicon Disco,0,0 days 02:45:31,9931.0,9931000.0,2.758611111111111
Traer informacion estudiante - banner,start,8450,2016-02-04 21:15:57,Traer informacion estudiante - banner,8450,82604,Variant 2,2,Fluxicon Disco,0,82604_Traer informacion estudiante - banner_0,complete,8450,2016-02-04 21:15:57,Traer informacion estudiante - banner,8450,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8450,2016-02-04 21:16:00,Radicar Solicitud Homologacion,8450,82604,Variant 2,2,Fluxicon Disco,0,82604_Radicar Solicitud Homologacion_0,complete,8450,2016-02-04 21:16:08,Radicar Solicitud Homologacion,8450,Variant 2,2,Fluxicon Disco,0,0 days 00:00:08,8.0,8000.0,0.0022222222222222222
Validar solicitud,start,18929,2016-02-04 21:24:12,Validar solicitud,18929,82604,Variant 2,2,Fluxicon Disco,0,82604_Validar solicitud_0,complete,18929,2016-02-04 23:03:47,Validar solicitud,18929,Variant 2,2,Fluxicon Disco,0,0 days 01:39:35,5975.0,5975000.0,1.6597222222222223
Homologacion por grupo de cursos,start,18929,2016-02-23 13:00:08,Homologacion por grupo de cursos,18929,82604,Variant 2,2,Fluxicon Disco,0,82604_Homologacion por grupo de cursos_0,complete,18929,2016-02-23 21:50:58,Homologacion por grupo de cursos,18929,Variant 2,2,Fluxicon Disco,0,0 days 08:50:50,31850.0,31850000.0,8.847222222222221
Traer informacion estudiante - banner,start,2925,2016-02-04 23:01:04,Traer informacion estudiante - banner,2925,82651,Variant 2,2,Fluxicon Disco,0,82651_Traer informacion estudiante - banner_0,complete,2925,2016-02-04 23:01:04,Traer informacion estudiante - banner,2925,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,2925,2016-02-04 23:01:08,Radicar Solicitud Homologacion,2925,82651,Variant 2,2,Fluxicon Disco,0,82651_Radicar Solicitud Homologacion_0,complete,2925,2016-02-04 23:01:33,Radicar Solicitud Homologacion,2925,Variant 2,2,Fluxicon Disco,0,0 days 00:00:25,25.0,25000.0,0.006944444444444444
Validar solicitud,start,49,2016-02-04 23:26:58,Validar solicitud,49,82651,Variant 2,2,Fluxicon Disco,0,82651_Validar solicitud_0,complete,49,2016-02-04 23:50:31,Validar solicitud,49,Variant 2,2,Fluxicon Disco,0,0 days 00:23:33,1413.0,1413000.0,0.3925
Homologacion por grupo de cursos,start,2541,2016-02-09 23:00:18,Homologacion por grupo de cursos,2541,82651,Variant 2,2,Fluxicon Disco,0,82651_Homologacion por grupo de cursos_0,complete,2541,2016-02-09 23:01:46,Homologacion por grupo de cursos,2541,Variant 2,2,Fluxicon Disco,0,0 days 00:01:28,88.0,88000.0,0.024444444444444446
Traer informacion estudiante - banner,start,3421,2016-02-04 23:08:03,Traer informacion estudiante - banner,3421,82652,Variant 2,2,Fluxicon Disco,0,82652_Traer informacion estudiante - banner_0,complete,3421,2016-02-04 23:08:03,Traer informacion estudiante - banner,3421,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,3421,2016-02-04 23:08:04,Radicar Solicitud Homologacion,3421,82652,Variant 2,2,Fluxicon Disco,0,82652_Radicar Solicitud Homologacion_0,complete,3421,2016-02-04 23:08:21,Radicar Solicitud Homologacion,3421,Variant 2,2,Fluxicon Disco,0,0 days 00:00:17,17.0,17000.0,0.004722222222222222
Validar solicitud,start,19019,2016-02-04 23:25:36,Validar solicitud,19019,82652,Variant 2,2,Fluxicon Disco,0,82652_Validar solicitud_0,complete,19019,2016-02-04 23:33:13,Validar solicitud,19019,Variant 2,2,Fluxicon Disco,0,0 days 00:07:37,457.0,457000.0,0.12694444444444444
Homologacion por grupo de cursos,start,1007,2016-02-05 23:02:57,Homologacion por grupo de cursos,1007,82652,Variant 2,2,Fluxicon Disco,0,82652_Homologacion por grupo de cursos_0,complete,1007,2016-02-06 07:31:20,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 08:28:23,30503.0,30503000.0,8.473055555555556
Validar solicitud,start,22475,2016-02-04 20:49:43,Validar solicitud,22475,82655,Variant 16,16,Fluxicon Disco,0,82655_Validar solicitud_0,complete,22475,2016-02-04 20:59:50,Validar solicitud,22475,Variant 16,16,Fluxicon Disco,0,0 days 00:10:07,607.0,607000.0,0.1686111111111111
Traer informacion estudiante - banner,start,2834,2016-02-04 23:27:22,Traer informacion estudiante - banner,2834,82655,Variant 16,16,Fluxicon Disco,0,82655_Traer informacion estudiante - banner_0,complete,2834,2016-02-04 23:27:22,Traer informacion estudiante - banner,2834,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,2834,2016-02-04 23:27:23,Radicar Solicitud Homologacion,2834,82655,Variant 16,16,Fluxicon Disco,0,82655_Radicar Solicitud Homologacion_0,complete,2834,2016-02-04 23:27:23,Radicar Solicitud Homologacion,2834,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,1343,2016-02-05 23:07:02,Homologacion por grupo de cursos,1343,82655,Variant 16,16,Fluxicon Disco,0,82655_Homologacion por grupo de cursos_0,complete,1343,2016-02-05 23:40:13,Homologacion por grupo de cursos,1343,Variant 16,16,Fluxicon Disco,0,0 days 00:33:11,1991.0,1991000.0,0.5530555555555555
Traer informacion estudiante - banner,start,26147,2016-02-05 01:33:33,Traer informacion estudiante - banner,26147,82701,Variant 9,9,Fluxicon Disco,0,82701_Traer informacion estudiante - banner_0,complete,26147,2016-02-05 01:33:33,Traer informacion estudiante - banner,26147,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,26147,2016-02-05 01:33:38,Radicar Solicitud Homologacion,26147,82701,Variant 9,9,Fluxicon Disco,0,82701_Radicar Solicitud Homologacion_0,complete,26147,2016-02-05 01:53:12,Radicar Solicitud Homologacion,26147,Variant 9,9,Fluxicon Disco,0,0 days 00:19:34,1174.0,1174000.0,0.32611111111111113
Validar solicitud,start,7080,2016-02-09 18:34:53,Validar solicitud,7080,82701,Variant 9,9,Fluxicon Disco,0,82701_Validar solicitud_0,complete,7080,2016-02-09 19:07:18,Validar solicitud,7080,Variant 9,9,Fluxicon Disco,0,0 days 00:32:25,1945.0,1945000.0,0.5402777777777777
Cancelar Solicitud,start,7080,2016-02-09 18:34:54,Cancelar Solicitud,7080,82701,Variant 9,9,Fluxicon Disco,0,82701_Cancelar Solicitud_0,complete,7080,2016-02-09 19:16:56,Cancelar Solicitud,7080,Variant 9,9,Fluxicon Disco,0,0 days 00:42:02,2522.0,2522000.0,0.7005555555555556
Notificacion estudiante cancelacion soli,start,7080,2016-02-16 22:37:36,Notificacion estudiante cancelacion soli,7080,82701,Variant 9,9,Fluxicon Disco,0,82701_Notificacion estudiante cancelacion soli_0,complete,7080,2016-02-16 22:37:36,Notificacion estudiante cancelacion soli,7080,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,5571,2016-02-05 00:29:25,Traer informacion estudiante - banner,5571,82801,Variant 2,2,Fluxicon Disco,0,82801_Traer informacion estudiante - banner_0,complete,5571,2016-02-05 00:29:25,Traer informacion estudiante - banner,5571,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,5571,2016-02-05 00:29:30,Radicar Solicitud Homologacion,5571,82801,Variant 2,2,Fluxicon Disco,0,82801_Radicar Solicitud Homologacion_0,complete,5571,2016-02-05 00:30:00,Radicar Solicitud Homologacion,5571,Variant 2,2,Fluxicon Disco,0,0 days 00:00:30,30.0,30000.0,0.008333333333333333
Validar solicitud,start,669,2016-02-05 03:48:08,Validar solicitud,669,82801,Variant 2,2,Fluxicon Disco,0,82801_Validar solicitud_0,complete,669,2016-02-05 03:49:58,Validar solicitud,669,Variant 2,2,Fluxicon Disco,0,0 days 00:01:50,110.0,110000.0,0.030555555555555555
Homologacion por grupo de cursos,start,1343,2016-02-05 16:50:43,Homologacion por grupo de cursos,1343,82801,Variant 2,2,Fluxicon Disco,0,82801_Homologacion por grupo de cursos_0,complete,1343,2016-02-05 17:28:11,Homologacion por grupo de cursos,1343,Variant 2,2,Fluxicon Disco,0,0 days 00:37:28,2248.0,2248000.0,0.6244444444444445
Traer informacion estudiante - banner,start,9872,2016-02-05 00:41:16,Traer informacion estudiante - banner,9872,82802,Variant 2,2,Fluxicon Disco,0,82802_Traer informacion estudiante - banner_0,complete,9872,2016-02-05 00:41:16,Traer informacion estudiante - banner,9872,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,9872,2016-02-05 00:41:17,Radicar Solicitud Homologacion,9872,82802,Variant 2,2,Fluxicon Disco,0,82802_Radicar Solicitud Homologacion_0,complete,9872,2016-02-05 00:41:28,Radicar Solicitud Homologacion,9872,Variant 2,2,Fluxicon Disco,0,0 days 00:00:11,11.0,11000.0,0.0030555555555555557
Validar solicitud,start,1707,2016-02-05 00:52:53,Validar solicitud,1707,82802,Variant 2,2,Fluxicon Disco,0,82802_Validar solicitud_0,complete,1707,2016-02-05 01:19:35,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:26:42,1602.0,1602000.0,0.445
Homologacion por grupo de cursos,start,15930,2016-02-10 17:35:39,Homologacion por grupo de cursos,15930,82802,Variant 2,2,Fluxicon Disco,0,82802_Homologacion por grupo de cursos_0,complete,15930,2016-02-10 20:30:33,Homologacion por grupo de cursos,15930,Variant 2,2,Fluxicon Disco,0,0 days 02:54:54,10494.0,10494000.0,2.915
Traer informacion estudiante - banner,start,8588,2016-02-05 11:18:45,Traer informacion estudiante - banner,8588,82851,Variant 1,1,Fluxicon Disco,0,82851_Traer informacion estudiante - banner_0,complete,8588,2016-02-05 11:18:45,Traer informacion estudiante - banner,8588,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8588,2016-02-05 11:18:52,Radicar Solicitud Homologacion,8588,82851,Variant 1,1,Fluxicon Disco,0,82851_Radicar Solicitud Homologacion_0,complete,8588,2016-02-05 11:54:52,Radicar Solicitud Homologacion,8588,Variant 1,1,Fluxicon Disco,0,0 days 00:36:00,2160.0,2160000.0,0.6
Cancelar Solicitud,start,677,2016-02-11 20:29:29,Cancelar Solicitud,677,82851,Variant 1,1,Fluxicon Disco,0,82851_Cancelar Solicitud_0,complete,677,2016-02-11 21:29:29,Cancelar Solicitud,677,Variant 1,1,Fluxicon Disco,0,0 days 01:00:00,3600.0,3600000.0,1.0
Notificacion estudiante cancelacion soli,start,677,2016-02-23 14:11:02,Notificacion estudiante cancelacion soli,677,82851,Variant 1,1,Fluxicon Disco,0,82851_Notificacion estudiante cancelacion soli_0,complete,677,2016-02-23 14:11:02,Notificacion estudiante cancelacion soli,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Homologacion por grupo de cursos,start,1343,2016-02-05 14:40:37,Homologacion por grupo de cursos,1343,82902,Variant 15,15,Fluxicon Disco,0,82902_Homologacion por grupo de cursos_0,complete,1343,2016-02-05 15:19:56,Homologacion por grupo de cursos,1343,Variant 15,15,Fluxicon Disco,0,0 days 00:39:19,2359.0,2359000.0,0.6552777777777777
Traer informacion estudiante - banner,start,6159,2016-02-05 17:10:51,Traer informacion estudiante - banner,6159,82902,Variant 15,15,Fluxicon Disco,0,82902_Traer informacion estudiante - banner_0,complete,6159,2016-02-05 17:10:51,Traer informacion estudiante - banner,6159,Variant 15,15,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,6159,2016-02-05 17:10:52,Radicar Solicitud Homologacion,6159,82902,Variant 15,15,Fluxicon Disco,0,82902_Radicar Solicitud Homologacion_0,complete,6159,2016-02-05 17:10:54,Radicar Solicitud Homologacion,6159,Variant 15,15,Fluxicon Disco,0,0 days 00:00:02,2.0,2000.0,0.0005555555555555556
Validar solicitud,start,669,2016-02-05 17:13:41,Validar solicitud,669,82902,Variant 15,15,Fluxicon Disco,0,82902_Validar solicitud_0,complete,669,2016-02-05 17:13:41,Validar solicitud,669,Variant 15,15,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8213,2016-02-05 19:03:29,Traer informacion estudiante - banner,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Traer informacion estudiante - banner_0,complete,8213,2016-02-05 19:03:29,Traer informacion estudiante - banner,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8213,2016-02-05 19:03:30,Radicar Solicitud Homologacion,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Radicar Solicitud Homologacion_0,complete,8213,2016-02-05 19:03:30,Radicar Solicitud Homologacion,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,1707,2016-02-05 19:21:25,Validar solicitud,1707,82903,Variant 9,9,Fluxicon Disco,0,82903_Validar solicitud_0,complete,1707,2016-02-05 19:53:25,Validar solicitud,1707,Variant 9,9,Fluxicon Disco,0,0 days 00:32:00,1920.0,1920000.0,0.5333333333333333
Cancelar Solicitud,start,8213,2016-02-05 19:21:25,Cancelar Solicitud,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Cancelar Solicitud_0,complete,8213,2016-02-05 20:05:25,Cancelar Solicitud,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:44:00,2640.0,2640000.0,0.7333333333333333
Notificacion estudiante cancelacion soli,start,8213,2016-02-15 14:23:44,Notificacion estudiante cancelacion soli,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Notificacion estudiante cancelacion soli_0,complete,8213,2016-02-15 14:23:44,Notificacion estudiante cancelacion soli,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Traer informacion estudiante - banner,start,8213,2016-02-05 19:13:49,Traer informacion estudiante - banner,8213,82904,Variant 2,2,Fluxicon Disco,0,82904_Traer informacion estudiante - banner_0,complete,8213,2016-02-05 19:13:49,Traer informacion estudiante - banner,8213,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Radicar Solicitud Homologacion,start,8213,2016-02-05 19:13:50,Radicar Solicitud Homologacion,8213,82904,Variant 2,2,Fluxicon Disco,0,82904_Radicar Solicitud Homologacion_0,complete,8213,2016-02-05 19:13:50,Radicar Solicitud Homologacion,8213,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0.0,0.0,0.0
Validar solicitud,start,1707,2016-02-05 19:20:09,Validar solicitud,1707,82904,Variant 2,2,Fluxicon Disco,0,82904_Validar solicitud_0,complete,1707,2016-02-05 19:52:09,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:32:00,1920.0,1920000.0,0.5333333333333333
Homologacion por grupo de cursos,start,1707,2016-02-11 19:08:11,Homologacion por grupo de cursos,1707,82904,Variant 2,2,Fluxicon Disco,0,82904_Homologacion por grupo de cursos_0,complete,1707,2016-02-11 19:21:27,Homologacion por grupo de cursos,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:13:16,796.0,796000.0,0.22111111111111112
