Activity,lifecycle:transition_start,org:resource_start,Start Timestamp,Complete Timestamp,Resource,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Unnamed: 14,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours,Activity_start
Notificacion estudiante cancelacion soli,start,8528,2016-02-04 15:18:12,2016-02-04 15:18:12,8528,82503,Variant 1,1,Fluxicon Disco,0,82503_Notificacion estudiante cancelacion soli_0,complete,8528,,Notificacion estudiante cancelacion soli,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8528,2016-02-04 15:06:44,2016-02-04 15:06:44,8528,82505,Variant 1,1,Fluxicon Disco,0,82505_Traer informacion estudiante - banner_0,complete,8528,,Traer informacion estudiante - banner,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:06:45,2016-02-04 15:06:50,8528,82505,Variant 1,1,Fluxicon Disco,0,82505_Radicar Solicitud Homologacion_0,complete,8528,,Radicar Solicitud Homologacion,8528,Variant 1,1,Fluxicon Disco,0,0 days 00:00:05,5,5000,0.0013888888888888,Radicar Solicitud Homologacion
Cancelar Solicitud,start,1707,2016-02-04 15:12:27,2016-02-04 15:56:14,1707,82505,Variant 1,1,Fluxicon Disco,0,82505_Cancelar Solicitud_0,complete,1707,,Cancelar Solicitud,1707,Variant 1,1,Fluxicon Disco,0,0 days 00:43:47,2627,2627000,0.729722222222222,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,1707,2016-02-11 19:15:32,2016-02-11 19:15:32,1707,82505,Variant 1,1,Fluxicon Disco,0,82505_Notificacion estudiante cancelacion soli_0,complete,1707,,Notificacion estudiante cancelacion soli,1707,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,2804,2016-02-04 15:16:32,2016-02-04 15:16:32,2804,82506,Variant 2,2,Fluxicon Disco,0,82506_Traer informacion estudiante - banner_0,complete,2804,,Traer informacion estudiante - banner,2804,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,2804,2016-02-04 15:16:33,2016-02-04 15:16:40,2804,82506,Variant 2,2,Fluxicon Disco,0,82506_Radicar Solicitud Homologacion_0,complete,2804,,Radicar Solicitud Homologacion,2804,Variant 2,2,Fluxicon Disco,0,0 days 00:00:07,7,7000,0.0019444444444444,Radicar Solicitud Homologacion
Validar solicitud,start,677,2016-02-04 15:24:30,2016-02-04 15:40:05,677,82506,Variant 2,2,Fluxicon Disco,0,82506_Validar solicitud_0,complete,677,,Validar solicitud,677,Variant 2,2,Fluxicon Disco,0,0 days 00:15:35,935,935000,0.259722222222222,Validar solicitud
Homologacion por grupo de cursos,start,3445,2016-02-08 14:36:31,2016-02-08 16:24:31,3445,82506,Variant 2,2,Fluxicon Disco,0,82506_Homologacion por grupo de cursos_0,complete,3445,,Homologacion por grupo de cursos,3445,Variant 2,2,Fluxicon Disco,0,0 days 01:48:00,6480,6480000,1.8,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,8528,2016-02-04 15:18:19,2016-02-04 15:18:19,8528,82507,Variant 2,2,Fluxicon Disco,0,82507_Traer informacion estudiante - banner_0,complete,8528,,Traer informacion estudiante - banner,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:18:20,2016-02-04 15:18:21,8528,82507,Variant 2,2,Fluxicon Disco,0,82507_Radicar Solicitud Homologacion_0,complete,8528,,Radicar Solicitud Homologacion,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:01,1,1000,0.0002777777777777,Radicar Solicitud Homologacion
Validar solicitud,start,6694,2016-02-04 15:19:58,2016-02-04 15:29:27,6694,82507,Variant 2,2,Fluxicon Disco,0,82507_Validar solicitud_0,complete,6694,,Validar solicitud,6694,Variant 2,2,Fluxicon Disco,0,0 days 00:09:29,569,569000,0.158055555555556,Validar solicitud
Homologacion por grupo de cursos,start,6990,2016-02-05 16:49:44,2016-02-05 19:23:54,6990,82507,Variant 2,2,Fluxicon Disco,0,82507_Homologacion por grupo de cursos_0,complete,6990,,Homologacion por grupo de cursos,6990,Variant 2,2,Fluxicon Disco,0,0 days 02:34:10,9250,9250000,2.56944444444444,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,8528,2016-02-04 15:24:47,2016-02-04 15:24:47,8528,82508,Variant 2,2,Fluxicon Disco,0,82508_Traer informacion estudiante - banner_0,complete,8528,,Traer informacion estudiante - banner,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8528,2016-02-04 15:24:49,2016-02-04 15:24:57,8528,82508,Variant 2,2,Fluxicon Disco,0,82508_Radicar Solicitud Homologacion_0,complete,8528,,Radicar Solicitud Homologacion,8528,Variant 2,2,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-04 15:33:34,2016-02-04 16:17:00,1707,82508,Variant 2,2,Fluxicon Disco,0,82508_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:43:26,2606,2606000,0.723888888888889,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-02-11 19:12:01,2016-02-11 21:57:32,15930,82508,Variant 2,2,Fluxicon Disco,0,82508_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 2,2,Fluxicon Disco,0,0 days 02:45:31,9931,9931000,2.75861111111111,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,8450,2016-02-04 21:15:57,2016-02-04 21:15:57,8450,82604,Variant 2,2,Fluxicon Disco,0,82604_Traer informacion estudiante - banner_0,complete,8450,,Traer informacion estudiante - banner,8450,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8450,2016-02-04 21:16:00,2016-02-04 21:16:08,8450,82604,Variant 2,2,Fluxicon Disco,0,82604_Radicar Solicitud Homologacion_0,complete,8450,,Radicar Solicitud Homologacion,8450,Variant 2,2,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Radicar Solicitud Homologacion
Validar solicitud,start,18929,2016-02-04 21:24:12,2016-02-04 23:03:47,18929,82604,Variant 2,2,Fluxicon Disco,0,82604_Validar solicitud_0,complete,18929,,Validar solicitud,18929,Variant 2,2,Fluxicon Disco,0,0 days 01:39:35,5975,5975000,1.65972222222222,Validar solicitud
Homologacion por grupo de cursos,start,18929,2016-02-23 13:00:08,2016-02-23 21:50:58,18929,82604,Variant 2,2,Fluxicon Disco,0,82604_Homologacion por grupo de cursos_0,complete,18929,,Homologacion por grupo de cursos,18929,Variant 2,2,Fluxicon Disco,0,0 days 08:50:50,31850,31850000,8.84722222222222,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,2925,2016-02-04 23:01:04,2016-02-04 23:01:04,2925,82651,Variant 2,2,Fluxicon Disco,0,82651_Traer informacion estudiante - banner_0,complete,2925,,Traer informacion estudiante - banner,2925,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,2925,2016-02-04 23:01:08,2016-02-04 23:01:33,2925,82651,Variant 2,2,Fluxicon Disco,0,82651_Radicar Solicitud Homologacion_0,complete,2925,,Radicar Solicitud Homologacion,2925,Variant 2,2,Fluxicon Disco,0,0 days 00:00:25,25,25000,0.0069444444444444,Radicar Solicitud Homologacion
Validar solicitud,start,49,2016-02-04 23:26:58,2016-02-04 23:50:31,49,82651,Variant 2,2,Fluxicon Disco,0,82651_Validar solicitud_0,complete,49,,Validar solicitud,49,Variant 2,2,Fluxicon Disco,0,0 days 00:23:33,1413,1413000,0.3925,Validar solicitud
Homologacion por grupo de cursos,start,2541,2016-02-09 23:00:18,2016-02-09 23:01:46,2541,82651,Variant 2,2,Fluxicon Disco,0,82651_Homologacion por grupo de cursos_0,complete,2541,,Homologacion por grupo de cursos,2541,Variant 2,2,Fluxicon Disco,0,0 days 00:01:28,88,88000,0.0244444444444444,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,3421,2016-02-04 23:08:03,2016-02-04 23:08:03,3421,82652,Variant 2,2,Fluxicon Disco,0,82652_Traer informacion estudiante - banner_0,complete,3421,,Traer informacion estudiante - banner,3421,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,3421,2016-02-04 23:08:04,2016-02-04 23:08:21,3421,82652,Variant 2,2,Fluxicon Disco,0,82652_Radicar Solicitud Homologacion_0,complete,3421,,Radicar Solicitud Homologacion,3421,Variant 2,2,Fluxicon Disco,0,0 days 00:00:17,17,17000,0.0047222222222222,Radicar Solicitud Homologacion
Validar solicitud,start,19019,2016-02-04 23:25:36,2016-02-04 23:33:13,19019,82652,Variant 2,2,Fluxicon Disco,0,82652_Validar solicitud_0,complete,19019,,Validar solicitud,19019,Variant 2,2,Fluxicon Disco,0,0 days 00:07:37,457,457000,0.126944444444444,Validar solicitud
Homologacion por grupo de cursos,start,1007,2016-02-05 23:02:57,2016-02-06 07:31:20,1007,82652,Variant 2,2,Fluxicon Disco,0,82652_Homologacion por grupo de cursos_0,complete,1007,,Homologacion por grupo de cursos,1007,Variant 2,2,Fluxicon Disco,0,0 days 08:28:23,30503,30503000,8.47305555555556,Homologacion por grupo de cursos
Validar solicitud,start,22475,2016-02-04 20:49:43,2016-02-04 20:59:50,22475,82655,Variant 16,16,Fluxicon Disco,0,82655_Validar solicitud_0,complete,22475,,Validar solicitud,22475,Variant 16,16,Fluxicon Disco,0,0 days 00:10:07,607,607000,0.168611111111111,Validar solicitud
Traer informacion estudiante - banner,start,2834,2016-02-04 23:27:22,2016-02-04 23:27:22,2834,82655,Variant 16,16,Fluxicon Disco,0,82655_Traer informacion estudiante - banner_0,complete,2834,,Traer informacion estudiante - banner,2834,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,2834,2016-02-04 23:27:23,2016-02-04 23:27:23,2834,82655,Variant 16,16,Fluxicon Disco,0,82655_Radicar Solicitud Homologacion_0,complete,2834,,Radicar Solicitud Homologacion,2834,Variant 16,16,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Homologacion por grupo de cursos,start,1343,2016-02-05 23:07:02,2016-02-05 23:40:13,1343,82655,Variant 16,16,Fluxicon Disco,0,82655_Homologacion por grupo de cursos_0,complete,1343,,Homologacion por grupo de cursos,1343,Variant 16,16,Fluxicon Disco,0,0 days 00:33:11,1991,1991000,0.553055555555556,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,26147,2016-02-05 01:33:33,2016-02-05 01:33:33,26147,82701,Variant 9,9,Fluxicon Disco,0,82701_Traer informacion estudiante - banner_0,complete,26147,,Traer informacion estudiante - banner,26147,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,26147,2016-02-05 01:33:38,2016-02-05 01:53:12,26147,82701,Variant 9,9,Fluxicon Disco,0,82701_Radicar Solicitud Homologacion_0,complete,26147,,Radicar Solicitud Homologacion,26147,Variant 9,9,Fluxicon Disco,0,0 days 00:19:34,1174,1174000,0.326111111111111,Radicar Solicitud Homologacion
Validar solicitud,start,7080,2016-02-09 18:34:53,2016-02-09 19:07:18,7080,82701,Variant 9,9,Fluxicon Disco,0,82701_Validar solicitud_0,complete,7080,,Validar solicitud,7080,Variant 9,9,Fluxicon Disco,0,0 days 00:32:25,1945,1945000,0.540277777777778,Validar solicitud
Cancelar Solicitud,start,7080,2016-02-09 18:34:54,2016-02-09 19:16:56,7080,82701,Variant 9,9,Fluxicon Disco,0,82701_Cancelar Solicitud_0,complete,7080,,Cancelar Solicitud,7080,Variant 9,9,Fluxicon Disco,0,0 days 00:42:02,2522,2522000,0.700555555555556,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,7080,2016-02-16 22:37:36,2016-02-16 22:37:36,7080,82701,Variant 9,9,Fluxicon Disco,0,82701_Notificacion estudiante cancelacion soli_0,complete,7080,,Notificacion estudiante cancelacion soli,7080,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,5571,2016-02-05 00:29:25,2016-02-05 00:29:25,5571,82801,Variant 2,2,Fluxicon Disco,0,82801_Traer informacion estudiante - banner_0,complete,5571,,Traer informacion estudiante - banner,5571,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,5571,2016-02-05 00:29:30,2016-02-05 00:30:00,5571,82801,Variant 2,2,Fluxicon Disco,0,82801_Radicar Solicitud Homologacion_0,complete,5571,,Radicar Solicitud Homologacion,5571,Variant 2,2,Fluxicon Disco,0,0 days 00:00:30,30,30000,0.0083333333333333,Radicar Solicitud Homologacion
Validar solicitud,start,669,2016-02-05 03:48:08,2016-02-05 03:49:58,669,82801,Variant 2,2,Fluxicon Disco,0,82801_Validar solicitud_0,complete,669,,Validar solicitud,669,Variant 2,2,Fluxicon Disco,0,0 days 00:01:50,110,110000,0.0305555555555556,Validar solicitud
Homologacion por grupo de cursos,start,1343,2016-02-05 16:50:43,2016-02-05 17:28:11,1343,82801,Variant 2,2,Fluxicon Disco,0,82801_Homologacion por grupo de cursos_0,complete,1343,,Homologacion por grupo de cursos,1343,Variant 2,2,Fluxicon Disco,0,0 days 00:37:28,2248,2248000,0.624444444444445,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,9872,2016-02-05 00:41:16,2016-02-05 00:41:16,9872,82802,Variant 2,2,Fluxicon Disco,0,82802_Traer informacion estudiante - banner_0,complete,9872,,Traer informacion estudiante - banner,9872,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,9872,2016-02-05 00:41:17,2016-02-05 00:41:28,9872,82802,Variant 2,2,Fluxicon Disco,0,82802_Radicar Solicitud Homologacion_0,complete,9872,,Radicar Solicitud Homologacion,9872,Variant 2,2,Fluxicon Disco,0,0 days 00:00:11,11,11000,0.0030555555555555,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-05 00:52:53,2016-02-05 01:19:35,1707,82802,Variant 2,2,Fluxicon Disco,0,82802_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:26:42,1602,1602000,0.445,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-02-10 17:35:39,2016-02-10 20:30:33,15930,82802,Variant 2,2,Fluxicon Disco,0,82802_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 2,2,Fluxicon Disco,0,0 days 02:54:54,10494,10494000,2.915,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,8588,2016-02-05 11:18:45,2016-02-05 11:18:45,8588,82851,Variant 1,1,Fluxicon Disco,0,82851_Traer informacion estudiante - banner_0,complete,8588,,Traer informacion estudiante - banner,8588,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8588,2016-02-05 11:18:52,2016-02-05 11:54:52,8588,82851,Variant 1,1,Fluxicon Disco,0,82851_Radicar Solicitud Homologacion_0,complete,8588,,Radicar Solicitud Homologacion,8588,Variant 1,1,Fluxicon Disco,0,0 days 00:36:00,2160,2160000,0.6,Radicar Solicitud Homologacion
Cancelar Solicitud,start,677,2016-02-11 20:29:29,2016-02-11 21:29:29,677,82851,Variant 1,1,Fluxicon Disco,0,82851_Cancelar Solicitud_0,complete,677,,Cancelar Solicitud,677,Variant 1,1,Fluxicon Disco,0,0 days 01:00:00,3600,3600000,1.0,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,677,2016-02-23 14:11:02,2016-02-23 14:11:02,677,82851,Variant 1,1,Fluxicon Disco,0,82851_Notificacion estudiante cancelacion soli_0,complete,677,,Notificacion estudiante cancelacion soli,677,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Homologacion por grupo de cursos,start,1343,2016-02-05 14:40:37,2016-02-05 15:19:56,1343,82902,Variant 15,15,Fluxicon Disco,0,82902_Homologacion por grupo de cursos_0,complete,1343,,Homologacion por grupo de cursos,1343,Variant 15,15,Fluxicon Disco,0,0 days 00:39:19,2359,2359000,0.655277777777778,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,6159,2016-02-05 17:10:51,2016-02-05 17:10:51,6159,82902,Variant 15,15,Fluxicon Disco,0,82902_Traer informacion estudiante - banner_0,complete,6159,,Traer informacion estudiante - banner,6159,Variant 15,15,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,6159,2016-02-05 17:10:52,2016-02-05 17:10:54,6159,82902,Variant 15,15,Fluxicon Disco,0,82902_Radicar Solicitud Homologacion_0,complete,6159,,Radicar Solicitud Homologacion,6159,Variant 15,15,Fluxicon Disco,0,0 days 00:00:02,2,2000,0.0005555555555555,Radicar Solicitud Homologacion
Validar solicitud,start,669,2016-02-05 17:13:41,2016-02-05 17:13:41,669,82902,Variant 15,15,Fluxicon Disco,0,82902_Validar solicitud_0,complete,669,,Validar solicitud,669,Variant 15,15,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud
Traer informacion estudiante - banner,start,8213,2016-02-05 19:03:29,2016-02-05 19:03:29,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Traer informacion estudiante - banner_0,complete,8213,,Traer informacion estudiante - banner,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8213,2016-02-05 19:03:30,2016-02-05 19:03:30,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Radicar Solicitud Homologacion_0,complete,8213,,Radicar Solicitud Homologacion,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-05 19:21:25,2016-02-05 19:53:25,1707,82903,Variant 9,9,Fluxicon Disco,0,82903_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 9,9,Fluxicon Disco,0,0 days 00:32:00,1920,1920000,0.533333333333333,Validar solicitud
Cancelar Solicitud,start,8213,2016-02-05 19:21:25,2016-02-05 20:05:25,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Cancelar Solicitud_0,complete,8213,,Cancelar Solicitud,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:44:00,2640,2640000,0.733333333333333,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,8213,2016-02-15 14:23:44,2016-02-15 14:23:44,8213,82903,Variant 9,9,Fluxicon Disco,0,82903_Notificacion estudiante cancelacion soli_0,complete,8213,,Notificacion estudiante cancelacion soli,8213,Variant 9,9,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,8213,2016-02-05 19:13:49,2016-02-05 19:13:49,8213,82904,Variant 2,2,Fluxicon Disco,0,82904_Traer informacion estudiante - banner_0,complete,8213,,Traer informacion estudiante - banner,8213,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8213,2016-02-05 19:13:50,2016-02-05 19:13:50,8213,82904,Variant 2,2,Fluxicon Disco,0,82904_Radicar Solicitud Homologacion_0,complete,8213,,Radicar Solicitud Homologacion,8213,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-02-05 19:20:09,2016-02-05 19:52:09,1707,82904,Variant 2,2,Fluxicon Disco,0,82904_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:32:00,1920,1920000,0.533333333333333,Validar solicitud
Homologacion por grupo de cursos,start,1707,2016-02-11 19:08:11,2016-02-11 19:21:27,1707,82904,Variant 2,2,Fluxicon Disco,0,82904_Homologacion por grupo de cursos_0,complete,1707,,Homologacion por grupo de cursos,1707,Variant 2,2,Fluxicon Disco,0,0 days 00:13:16,796,796000,0.221111111111111,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,1910,2016-02-05 19:24:25,2016-02-05 19:24:25,1910,82906,Variant 25,25,Fluxicon Disco,0,82906_Traer informacion estudiante - banner_0,complete,1910,,Traer informacion estudiante - banner,1910,Variant 25,25,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
